parent-location,GEOID,2014_Filings,2015_Filings,2016_Filings,Total_Filings,2014_Evictions,2015_Evictions,2016_Evictions,Total_Evictions,eviction-rate
"Richmond County, New York",36085013301,,,153,153,,,51,51,0.333333333
"Richmond County, New York",36085013800,,,9,9,,,3,3,0.333333333
"Richmond County, New York",36085029104,,,15,15,,,5,5,0.333333333
"Bronx County, New York",36005019300,,,410,410,,,137,137,0.334146341
"Bronx County, New York",36005021100,,,296,296,,,99,99,0.334459459
"Bronx County, New York",36005036502,,,170,170,,,57,57,0.335294118
"Bronx County, New York",36005042902,,,336,336,,,113,113,0.336309524
"Bronx County, New York",36005021501,,,309,309,,,104,104,0.336569579
"Bronx County, New York",36005023502,,,306,306,,,103,103,0.336601307
"Bronx County, New York",36005004100,,,290,290,,,98,98,0.337931034
"Bronx County, New York",36005039902,,,464,464,,,157,157,0.338362069
"Bronx County, New York",36005022500,,,545,545,,,185,185,0.339449541
"Kings County, New York",36047019600,13,11,20,44,5,4,6,15,0.340909091
"Bronx County, New York",36005017701,,,340,340,,,116,116,0.341176471
"Bronx County, New York",36005017702,,,425,425,,,145,145,0.341176471
"Bronx County, New York",36005025100,,,498,498,,,170,170,0.341365462
"Kings County, New York",36047037700,80,60,59,199,25,32,11,68,0.341708543
"Kings County, New York",36047097000,26,17,36,79,7,10,10,27,0.341772152
"Bronx County, New York",36005039500,,,374,374,,,128,128,0.342245989
"Kings County, New York",36047084000,21,28,24,73,9,11,5,25,0.342465753
"Kings County, New York",36047039900,55,57,69,181,29,23,10,62,0.342541436
"Bronx County, New York",36005037400,,,221,221,,,76,76,0.343891403
"Bronx County, New York",36005005400,,,215,215,,,74,74,0.344186047
"Richmond County, New York",36085000700,,,183,183,,,63,63,0.344262295
"Bronx County, New York",36005043100,,,803,803,,,277,277,0.344956413
"Bronx County, New York",36005006700,,,307,307,,,106,106,0.345276873
"Bronx County, New York",36005037100,,,272,272,,,94,94,0.345588235
"Kings County, New York",36047011000,7,7,12,26,1,4,4,9,0.346153846
"Bronx County, New York",36005018302,,,251,251,,,87,87,0.346613546
"Kings County, New York",36047027500,62,51,60,173,22,19,19,60,0.346820809
"Kings County, New York",36047040900,67,36,61,164,29,13,15,57,0.347560976
"Bronx County, New York",36005021700,,,394,394,,,137,137,0.347715736
"Bronx County, New York",36005025600,,,89,89,,,31,31,0.348314607
"Bronx County, New York",36005022800,,,373,373,,,130,130,0.348525469
"Bronx County, New York",36005023301,,,373,373,,,130,130,0.348525469
"Bronx County, New York",36005040304,,,278,278,,,97,97,0.348920863
"Kings County, New York",36047086200,76,81,92,249,31,32,24,87,0.34939759
"Bronx County, New York",36005022901,,,432,432,,,151,151,0.349537037
"Bronx County, New York",36005033201,,,180,180,,,63,63,0.35
"Kings County, New York",36047013200,8,5,7,20,3,2,2,7,0.35
"Kings County, New York",36047056900,10,4,6,20,5,1,1,7,0.35
"Kings County, New York",36047080400,79,69,72,220,31,24,22,77,0.35
"Bronx County, New York",36005033600,,,399,399,,,140,140,0.350877193
"Bronx County, New York",36005017901,,,438,438,,,154,154,0.351598174
"Kings County, New York",36047039500,32,29,47,108,15,10,13,38,0.351851852
"Kings County, New York",36047018600,4,3,10,17,0,2,4,6,0.352941176
"Kings County, New York",36047069000,5,7,5,17,3,3,0,6,0.352941176
"Richmond County, New York",36085032300,,,17,17,,,6,6,0.352941176
"Bronx County, New York",36005036901,,,167,167,,,59,59,0.353293413
"Kings County, New York",36047008800,26,13,43,82,14,7,8,29,0.353658537
"Kings County, New York",36047107800,60,33,37,130,17,17,12,46,0.353846154
"Kings County, New York",36047016700,9,13,9,31,7,4,0,11,0.35483871
"Bronx County, New York",36005023302,,,273,273,,,97,97,0.355311355
"Bronx County, New York",36005028300,,,180,180,,,64,64,0.355555556
"Kings County, New York",36047031300,88,66,71,225,47,20,13,80,0.355555556
"Kings County, New York",36047119800,68,59,53,180,27,22,15,64,0.355555556
"Bronx County, New York",36005013300,,,294,294,,,105,105,0.357142857
"Bronx County, New York",36005020601,,,56,56,,,20,20,0.357142857
"Kings County, New York",36047004900,12,7,9,28,6,2,2,10,0.357142857
"Richmond County, New York",36085017300,,,123,123,,,44,44,0.357723577
"Kings County, New York",36047038900,24,19,24,67,7,10,7,24,0.358208955
"Bronx County, New York",36005029302,,,53,53,,,19,19,0.358490566
"Bronx County, New York",36005021800,,,381,381,,,137,137,0.359580052
"Kings County, New York",36047041100,39,42,55,136,19,16,14,49,0.360294118
"Bronx County, New York",36005011502,,,316,316,,,114,114,0.360759494
"Kings County, New York",36047089800,29,26,42,97,14,9,12,35,0.360824742
"Bronx County, New York",36005026701,,,238,238,,,86,86,0.361344538
"Bronx County, New York",36005012701,,,130,130,,,47,47,0.361538462
"Bronx County, New York",36005040800,,,365,365,,,132,132,0.361643836
"Bronx County, New York",36005004300,,,268,268,,,97,97,0.361940299
"Kings County, New York",36047092800,39,38,47,124,19,16,10,45,0.362903226
"Bronx County, New York",36005038100,,,517,517,,,188,188,0.363636364
"Kings County, New York",36047023000,19,21,15,55,7,8,5,20,0.363636364
"Richmond County, New York",36085027302,,,11,11,,,4,4,0.363636364
"Bronx County, New York",36005021200,,,206,206,,,75,75,0.36407767
"Bronx County, New York",36005042500,,,387,387,,,141,141,0.364341085
"Bronx County, New York",36005007600,,,225,225,,,82,82,0.364444444
"Bronx County, New York",36005021001,,,370,370,,,135,135,0.364864865
"Kings County, New York",36047112200,64,79,76,219,22,31,27,80,0.365296804
"Kings County, New York",36047027600,14,16,22,52,8,5,6,19,0.365384615
"Bronx County, New York",36005025500,,,517,517,,,189,189,0.3655706
"Kings County, New York",36047049500,15,15,11,41,5,4,6,15,0.365853659
"Bronx County, New York",36005040502,,,470,470,,,172,172,0.365957447
"Kings County, New York",36047030100,75,48,71,194,34,21,16,71,0.365979381
"Bronx County, New York",36005040702,,,415,415,,,152,152,0.36626506
"Bronx County, New York",36005041900,,,453,453,,,166,166,0.366445916
"Bronx County, New York",36005017500,,,428,428,,,157,157,0.36682243
"Bronx County, New York",36005037504,,,264,264,,,97,97,0.367424242
"Bronx County, New York",36005039300,,,750,750,,,276,276,0.368
"Kings County, New York",36047090800,48,57,96,201,10,14,50,74,0.368159204
"Kings County, New York",36047023300,22,26,66,114,7,8,27,42,0.368421053
"Kings County, New York",36047052900,7,6,6,19,3,2,2,7,0.368421053
"Kings County, New York",36047058900,10,6,3,19,4,3,0,7,0.368421053
"Bronx County, New York",36005022701,,,431,431,,,159,159,0.368909513
"Richmond County, New York",36085031901,,,268,268,,,99,99,0.369402985
"Bronx County, New York",36005021601,,,292,292,,,108,108,0.369863014
"Bronx County, New York",36005040100,,,397,397,,,147,147,0.370277078
"Kings County, New York",36047111800,39,27,58,124,18,12,16,46,0.370967742
"Kings County, New York",36047118201,25,13,24,62,8,6,9,23,0.370967742
"Bronx County, New York",36005038301,,,404,404,,,150,150,0.371287129
"Bronx County, New York",36005026602,,,210,210,,,78,78,0.371428571
"Bronx County, New York",36005041800,,,164,164,,,61,61,0.37195122
"Bronx County, New York",36005024502,,,271,271,,,101,101,0.372693727
"Bronx County, New York",36005004600,,,110,110,,,41,41,0.372727273
"Kings County, New York",36047044300,40,29,41,110,20,12,9,41,0.372727273
"Bronx County, New York",36005013500,,,217,217,,,81,81,0.373271889
"Bronx County, New York",36005039200,,,107,107,,,40,40,0.373831776
"Bronx County, New York",36005037800,,,123,123,,,46,46,0.37398374
"Bronx County, New York",36005026300,,,438,438,,,164,164,0.374429224
"Bronx County, New York",36005017300,,,315,315,,,118,118,0.374603175
"Bronx County, New York",36005021002,,,280,280,,,105,105,0.375
"Bronx County, New York",36005021301,,,72,72,,,27,27,0.375
"Bronx County, New York",36005033500,,,24,24,,,9,9,0.375
"Kings County, New York",36047010100,33,19,20,72,11,12,4,27,0.375
"Kings County, New York",36047017100,6,4,6,16,1,2,3,6,0.375
"Kings County, New York",36047020200,3,1,4,8,0,0,3,3,0.375
"Kings County, New York",36047040200,7,4,13,24,4,2,3,9,0.375
"Kings County, New York",36047041000,2,3,3,8,1,1,1,3,0.375
"Kings County, New York",36047062600,25,4,19,48,10,2,6,18,0.375
"Kings County, New York",36047063200,2,2,4,8,1,2,0,3,0.375
"Kings County, New York",36047074600,2,13,9,24,1,6,2,9,0.375
"Bronx County, New York",36005040501,,,309,309,,,116,116,0.375404531
"Kings County, New York",36047040000,12,10,15,37,5,1,8,14,0.378378378
"Bronx County, New York",36005002702,,,330,330,,,125,125,0.378787879
"Kings County, New York",36047014700,12,7,10,29,5,4,2,11,0.379310345
"Bronx County, New York",36005009300,,,392,392,,,149,149,0.380102041
"Kings County, New York",36047010600,20,9,13,42,8,4,4,16,0.380952381
"Kings County, New York",36047015100,9,3,9,21,2,0,6,8,0.380952381
"Bronx County, New York",36005012500,,,246,246,,,94,94,0.382113821
"Bronx County, New York",36005005001,,,259,259,,,99,99,0.382239382
"Bronx County, New York",36005002000,,,379,379,,,145,145,0.382585752
"Kings County, New York",36047038100,75,63,115,253,25,25,47,97,0.383399209
"Kings County, New York",36047017800,8,8,10,26,4,3,3,10,0.384615385
"Bronx County, New York",36005015900,,,83,83,,,32,32,0.385542169
"Bronx County, New York",36005039400,,,287,287,,,111,111,0.386759582
"Bronx County, New York",36005042100,,,276,276,,,107,107,0.387681159
"Bronx County, New York",36005020400,,,108,108,,,42,42,0.388888889
"Kings County, New York",36047095600,34,20,28,82,17,5,10,32,0.390243902
"Bronx County, New York",36005042300,,,274,274,,,107,107,0.390510949
"Kings County, New York",36047036700,18,32,29,79,7,11,13,31,0.392405063
"Bronx County, New York",36005023703,,,354,354,,,139,139,0.392655367
"Bronx County, New York",36005036300,,,519,519,,,204,204,0.393063584
"Kings County, New York",36047112800,106,82,117,305,52,44,24,120,0.393442623
"Kings County, New York",36047116400,31,48,50,129,18,19,14,51,0.395348837
"Kings County, New York",36047041900,29,24,43,96,10,14,14,38,0.395833333
"Bronx County, New York",36005024100,,,472,472,,,187,187,0.396186441
"Kings County, New York",36047119400,73,57,82,212,32,30,22,84,0.396226415
"Kings County, New York",36047117400,26,25,37,88,14,7,14,35,0.397727273
"Kings County, New York",36047086400,27,21,45,93,16,9,12,37,0.397849462
"Bronx County, New York",36005024600,,,25,25,,,10,10,0.4
"Kings County, New York",36047018800,1,5,4,10,1,1,2,4,0.4
"Kings County, New York",36047020000,3,3,9,15,2,0,4,6,0.4
"Kings County, New York",36047020800,4,3,8,15,3,1,2,6,0.4
"Kings County, New York",36047026000,11,4,10,25,4,3,3,10,0.4
"Kings County, New York",36047028800,14,16,15,45,6,6,6,18,0.4
"Kings County, New York",36047070600,3,1,6,10,2,1,1,4,0.4
"Kings County, New York",36047120200,7,6,17,30,4,2,6,12,0.4
"Richmond County, New York",36085012804,,,15,15,,,6,6,0.4
"Richmond County, New York",36085027704,,,10,10,,,4,4,0.4
"Richmond County, New York",36085004000,,,729,729,,,292,292,0.400548697
"Bronx County, New York",36005036100,,,309,309,,,124,124,0.401294498
"Kings County, New York",36047030700,45,64,178,287,17,19,80,116,0.404181185
"Kings County, New York",36047096800,14,12,16,42,5,6,6,17,0.404761905
"Kings County, New York",36047100400,13,9,15,37,7,6,2,15,0.405405405
"Kings County, New York",36047042100,39,38,29,106,20,13,10,43,0.405660377
"Bronx County, New York",36005034000,,,221,221,,,90,90,0.407239819
"Bronx County, New York",36005023200,,,81,81,,,33,33,0.407407407
"Kings County, New York",36047011400,15,1,11,27,8,1,2,11,0.407407407
"Kings County, New York",36047030900,17,18,19,54,9,4,9,22,0.407407407
"Bronx County, New York",36005032800,,,152,152,,,62,62,0.407894737
"Richmond County, New York",36085024700,,,76,76,,,31,31,0.407894737
"Bronx County, New York",36005039901,,,321,321,,,131,131,0.408099688
"Kings County, New York",36047041500,59,24,32,115,25,8,14,47,0.408695652
"Kings County, New York",36047117000,31,18,39,88,14,10,12,36,0.409090909
"Richmond County, New York",36085020700,,,144,144,,,59,59,0.409722222
"Bronx County, New York",36005000200,,,61,61,,,25,25,0.409836066
"Bronx County, New York",36005040701,,,202,202,,,83,83,0.410891089
"Bronx County, New York",36005038500,,,367,367,,,151,151,0.411444142
"Kings County, New York",36047008000,18,15,18,51,7,6,8,21,0.411764706
"Kings County, New York",36047059000,9,2,6,17,3,2,2,7,0.411764706
"Kings County, New York",36047089400,70,84,74,228,24,41,29,94,0.412280702
"Richmond County, New York",36085002900,,,303,303,,,125,125,0.412541254
"Richmond County, New York",36085008100,,,75,75,,,31,31,0.413333333
"Bronx County, New York",36005005002,,,278,278,,,115,115,0.413669065
"Bronx County, New York",36005024400,,,29,29,,,12,12,0.413793103
"Kings County, New York",36047021600,14,11,16,41,3,6,8,17,0.414634146
"Kings County, New York",36047027800,24,22,31,77,7,7,18,32,0.415584416
"Bronx County, New York",36005036700,,,180,180,,,75,75,0.416666667
"Kings County, New York",36047066200,2,6,4,12,2,1,2,5,0.416666667
"Kings County, New York",36047102400,4,8,12,24,3,3,4,10,0.416666667
"Richmond County, New York",36085000900,,,67,67,,,28,28,0.417910448
"Kings County, New York",36047027400,10,9,12,31,5,1,7,13,0.419354839
"Bronx County, New York",36005033800,,,286,286,,,120,120,0.41958042
"Bronx County, New York",36005007800,,,228,228,,,96,96,0.421052632
"Kings County, New York",36047067400,5,2,12,19,3,0,5,8,0.421052632
"Bronx County, New York",36005042200,,,121,121,,,51,51,0.421487603
"Bronx County, New York",36005016700,,,268,268,,,113,113,0.421641791
"Kings County, New York",36047110400,75,59,72,206,31,29,27,87,0.422330097
"Richmond County, New York",36085005900,,,26,26,,,11,11,0.423076923
"Kings County, New York",36047048100,16,11,13,40,8,4,5,17,0.425
"Kings County, New York",36047102200,12,11,17,40,7,6,4,17,0.425
"Kings County, New York",36047116800,29,18,40,87,23,7,7,37,0.425287356
"Bronx County, New York",36005004001,,,21,21,,,9,9,0.428571429
"Bronx County, New York",36005012102,,,56,56,,,24,24,0.428571429
"Bronx County, New York",36005033700,,,21,21,,,9,9,0.428571429
"Kings County, New York",36047038600,15,7,13,35,8,5,2,15,0.428571429
"Richmond County, New York",36085003600,,,7,7,,,3,3,0.428571429
"Richmond County, New York",36085029102,,,7,7,,,3,3,0.428571429
"Kings County, New York",36047028700,23,32,38,93,12,10,18,40,0.430107527
"Kings County, New York",36047043500,37,49,51,137,20,23,16,59,0.430656934
"Bronx County, New York",36005039100,,,348,348,,,150,150,0.431034483
"Kings County, New York",36047081400,36,28,38,102,17,11,16,44,0.431372549
"Bronx County, New York",36005023000,,,134,134,,,58,58,0.432835821
"Kings County, New York",36047041300,59,36,41,136,26,21,12,59,0.433823529
"Bronx County, New York",36005006800,,,53,53,,,23,23,0.433962264
"Kings County, New York",36047022400,12,19,15,46,6,10,4,20,0.434782609
"Bronx County, New York",36005021302,,,217,217,,,95,95,0.437788018
"Kings County, New York",36047119200,59,48,62,169,32,21,21,74,0.437869822
"Kings County, New York",36047034300,28,23,54,105,11,4,31,46,0.438095238
"Kings County, New York",36047040100,42,51,46,139,24,24,13,61,0.438848921
"Kings County, New York",36047100600,12,9,20,41,6,5,7,18,0.43902439
"Kings County, New York",36047115200,57,36,54,147,31,14,20,65,0.442176871
"Bronx County, New York",36005031200,,,9,9,,,4,4,0.444444444
"Bronx County, New York",36005045600,,,36,36,,,16,16,0.444444444
"Kings County, New York",36047018200,5,4,18,27,3,4,5,12,0.444444444
"Kings County, New York",36047074400,2,3,4,9,2,0,2,4,0.444444444
"Richmond County, New York",36085009602,,,18,18,,,8,8,0.444444444
"Richmond County, New York",36085014608,,,9,9,,,4,4,0.444444444
"Bronx County, New York",36005041400,,,182,182,,,81,81,0.445054945
"Kings County, New York",36047012700,30,26,47,103,17,10,19,46,0.446601942
"Bronx County, New York",36005007100,,,125,125,,,56,56,0.448
"Kings County, New York",36047019000,17,16,16,49,9,7,6,22,0.448979592
"Richmond County, New York",36085003300,,,49,49,,,22,22,0.448979592
"Bronx County, New York",36005035800,,,84,84,,,38,38,0.452380952
"Bronx County, New York",36005005600,,,99,99,,,45,45,0.454545455
"Bronx County, New York",36005016400,,,11,11,,,5,5,0.454545455
"Bronx County, New York",36005029600,,,66,66,,,30,30,0.454545455
"Richmond County, New York",36085020804,,,11,11,,,5,5,0.454545455
"Bronx County, New York",36005039600,,,180,180,,,82,82,0.455555556
"Bronx County, New York",36005039800,,,57,57,,,26,26,0.456140351
"Kings County, New York",36047017000,7,6,11,24,5,4,2,11,0.458333333
"Kings County, New York",36047057300,11,6,7,24,7,1,3,11,0.458333333
"Kings County, New York",36047101200,6,6,12,24,2,5,4,11,0.458333333
"Bronx County, New York",36005043400,,,183,183,,,84,84,0.459016393
"Bronx County, New York",36005005300,,,518,518,,,239,239,0.461389961
"Kings County, New York",36047006300,7,4,2,13,3,2,1,6,0.461538462
"Kings County, New York",36047059100,8,9,9,26,3,4,5,12,0.461538462
"Richmond County, New York",36085007400,,,39,39,,,18,18,0.461538462
"Bronx County, New York",36005042000,,,279,279,,,129,129,0.462365591
"Kings County, New York",36047072000,16,9,29,54,11,6,8,25,0.462962963
"Kings County, New York",36047069602,17,9,15,41,8,4,7,19,0.463414634
"Kings County, New York",36047029300,33,28,49,110,16,13,22,51,0.463636364
"Bronx County, New York",36005037600,,,84,84,,,39,39,0.464285714
"Richmond County, New York",36085030301,,,28,28,,,13,13,0.464285714
"Bronx County, New York",36005030000,,,99,99,,,46,46,0.464646465
"Kings County, New York",36047040300,55,49,55,159,33,27,14,74,0.465408805
"Kings County, New York",36047028000,6,8,1,15,3,4,0,7,0.466666667
"Kings County, New York",36047065800,5,5,5,15,4,2,1,7,0.466666667
"Richmond County, New York",36085000600,,,30,30,,,14,14,0.466666667
"Bronx County, New York",36005044902,,,47,47,,,22,22,0.468085106
"Kings County, New York",36047025600,7,1,9,17,4,0,4,8,0.470588235
"Kings County, New York",36047053500,5,4,8,17,4,2,2,8,0.470588235
"Richmond County, New York",36085027702,,,34,34,,,16,16,0.470588235
"Kings County, New York",36047099400,22,23,25,70,11,15,7,33,0.471428571
"Bronx County, New York",36005038200,,,53,53,,,25,25,0.471698113
"Bronx County, New York",36005009200,,,142,142,,,67,67,0.471830986
"Kings County, New York",36047025902,5,5,26,36,0,0,17,17,0.472222222
"Richmond County, New York",36085009700,,,108,108,,,51,51,0.472222222
"Richmond County, New York",36085018702,,,19,19,,,9,9,0.473684211
"Kings County, New York",36047098600,19,14,26,59,11,8,9,28,0.474576271
"Kings County, New York",36047119000,29,29,43,101,10,24,14,48,0.475247525
"Kings County, New York",36047054500,23,32,56,111,7,21,25,53,0.477477477
"Kings County, New York",36047090600,28,28,90,146,10,13,47,70,0.479452055
"Kings County, New York",36047095000,28,16,29,73,13,6,16,35,0.479452055
"Kings County, New York",36047044900,17,17,64,98,6,4,37,47,0.479591837
"Bronx County, New York",36005038000,,,187,187,,,91,91,0.486631016
"Kings County, New York",36047067000,9,12,18,39,2,9,8,19,0.487179487
"Bronx County, New York",36005040600,,,168,168,,,82,82,0.488095238
"Richmond County, New York",36085000300,,,43,43,,,21,21,0.488372093
"Kings County, New York",36047094600,18,15,16,49,9,6,9,24,0.489795918
"Bronx County, New York",36005038900,,,231,231,,,114,114,0.493506494
"Kings County, New York",36047095400,40,25,46,111,20,18,17,55,0.495495495
"Bronx County, New York",36005029301,,,8,8,,,4,4,0.5
"Bronx County, New York",36005029700,,,54,54,,,27,27,0.5
"Bronx County, New York",36005035600,,,16,16,,,8,8,0.5
"Bronx County, New York",36005036000,,,46,46,,,23,23,0.5
"Bronx County, New York",36005037200,,,54,54,,,27,27,0.5
"Kings County, New York",36047002000,9,7,8,24,5,3,4,12,0.5
"Kings County, New York",36047015200,5,7,6,18,4,2,3,9,0.5
"Kings County, New York",36047017400,3,1,8,12,2,1,3,6,0.5
"Kings County, New York",36047021400,6,1,1,8,3,0,1,4,0.5
"Kings County, New York",36047040700,1,0,3,4,1,0,1,2,0.5
"Kings County, New York",36047064000,2,1,1,4,1,1,0,2,0.5
"Kings County, New York",36047117800,15,11,20,46,9,5,9,23,0.5
"Richmond County, New York",36085012805,,,2,2,,,1,1,0.5
"Richmond County, New York",36085027900,,,4,4,,,2,2,0.5
"Bronx County, New York",36005007000,,,81,81,,,41,41,0.50617284
"Kings County, New York",36047117201,25,13,25,63,12,8,12,32,0.507936508
"Kings County, New York",36047010200,15,17,29,61,10,11,10,31,0.508196721
"Richmond County, New York",36085010500,,,49,49,,,25,25,0.510204082
"Kings County, New York",36047083800,14,11,22,47,7,7,10,24,0.510638298
"Kings County, New York",36047072200,17,13,15,45,9,5,9,23,0.511111111
"Kings County, New York",36047093000,11,20,14,45,6,11,6,23,0.511111111
"Kings County, New York",36047067800,7,10,26,43,4,8,10,22,0.511627907
"Bronx County, New York",36005007400,,,66,66,,,34,34,0.515151515
"Bronx County, New York",36005035000,,,31,31,,,16,16,0.516129032
"Bronx County, New York",36005016000,,,29,29,,,15,15,0.517241379
"Kings County, New York",36047039600,11,6,10,27,6,3,5,14,0.518518519
"Kings County, New York",36047118400,57,52,47,156,33,29,19,81,0.519230769
"Bronx County, New York",36005044400,,,50,50,,,26,26,0.52
"Kings County, New York",36047005100,11,10,4,25,6,4,3,13,0.52
"Kings County, New York",36047018501,31,19,107,157,6,2,74,82,0.522292994
"Kings County, New York",36047073400,5,6,10,21,3,2,6,11,0.523809524
"Bronx County, New York",36005023800,,,38,38,,,20,20,0.526315789
"Bronx County, New York",36005027401,,,19,19,,,10,10,0.526315789
"Bronx County, New York",36005039000,,,95,95,,,50,50,0.526315789
"Bronx County, New York",36005044800,,,19,19,,,10,10,0.526315789
"Kings County, New York",36047053300,6,6,7,19,5,4,1,10,0.526315789
"Kings County, New York",36047083400,5,5,9,19,2,4,4,10,0.526315789
"Kings County, New York",36047095800,27,17,28,72,19,8,11,38,0.527777778
"Kings County, New York",36047099200,8,13,15,36,4,9,6,19,0.527777778
"Kings County, New York",36047019400,5,7,5,17,4,2,3,9,0.529411765
"Richmond County, New York",36085011402,,,17,17,,,9,9,0.529411765
"Kings County, New York",36047101000,18,24,24,66,10,13,12,35,0.53030303
"Bronx County, New York",36005044200,,,137,137,,,73,73,0.532846715
"Kings County, New York",36047046400,4,5,6,15,1,3,4,8,0.533333333
"Richmond County, New York",36085014607,,,15,15,,,8,8,0.533333333
"Richmond County, New York",36085017008,,,15,15,,,8,8,0.533333333
"Kings County, New York",36047093400,15,16,12,43,9,10,4,23,0.534883721
"Bronx County, New York",36005038700,,,213,213,,,114,114,0.535211268
"Kings County, New York",36047102600,29,18,24,71,17,13,8,38,0.535211268
"Kings County, New York",36047068600,9,8,11,28,5,3,7,15,0.535714286
"Kings County, New York",36047102800,13,5,10,28,10,2,3,15,0.535714286
"Richmond County, New York",36085002100,,,78,78,,,42,42,0.538461538
"Richmond County, New York",36085005000,,,26,26,,,14,14,0.538461538
"Richmond County, New York",36085007000,,,24,24,,,13,13,0.541666667
"Bronx County, New York",36005026601,,,46,46,,,25,25,0.543478261
"Bronx County, New York",36005023600,,,66,66,,,36,36,0.545454545
"Bronx County, New York",36005042800,,,22,22,,,12,12,0.545454545
"Kings County, New York",36047015000,5,2,4,11,2,1,3,6,0.545454545
"Richmond County, New York",36085002002,,,11,11,,,6,6,0.545454545
"Kings County, New York",36047101400,15,8,19,42,10,4,9,23,0.547619048
"Bronx County, New York",36005036800,,,31,31,,,17,17,0.548387097
"Bronx County, New York",36005019400,,,29,29,,,16,16,0.551724138
"Bronx County, New York",36005034200,,,38,38,,,21,21,0.552631579
"Kings County, New York",36047099800,27,29,29,85,18,17,12,47,0.552941176
"Bronx County, New York",36005011800,,,27,27,,,15,15,0.555555556
"Bronx County, New York",36005044901,,,27,27,,,15,15,0.555555556
"Kings County, New York",36047018400,2,3,4,9,2,1,2,5,0.555555556
"Kings County, New York",36047068000,2,2,5,9,2,2,1,5,0.555555556
"Kings County, New York",36047072400,7,10,10,27,5,5,5,15,0.555555556
"Richmond County, New York",36085004700,,,9,9,,,5,5,0.555555556
"Richmond County, New York",36085017600,,,9,9,,,5,5,0.555555556
"Bronx County, New York",36005006400,,,70,70,,,39,39,0.557142857
"Kings County, New York",36047096200,16,9,18,43,11,6,7,24,0.558139535
"Kings County, New York",36047116200,25,16,32,73,15,9,17,41,0.561643836
"Kings County, New York",36047034000,1,5,26,32,0,5,13,18,0.5625
"Richmond County, New York",36085013204,,,16,16,,,9,9,0.5625
"Richmond County, New York",36085017005,,,16,16,,,9,9,0.5625
"Kings County, New York",36047024600,11,7,5,23,6,7,0,13,0.565217391
"Bronx County, New York",36005024000,,,95,95,,,54,54,0.568421053
"Bronx County, New York",36005016200,,,14,14,,,8,8,0.571428571
"Bronx County, New York",36005020200,,,70,70,,,40,40,0.571428571
"Richmond County, New York",36085012500,,,21,21,,,12,12,0.571428571
"Richmond County, New York",36085031902,,,228,228,,,131,131,0.574561404
"Richmond County, New York",36085030302,,,40,40,,,23,23,0.575
"Kings County, New York",36047084600,15,6,12,33,11,4,4,19,0.575757576
"Bronx County, New York",36005026100,,,26,26,,,15,15,0.576923077
"Richmond County, New York",36085023100,,,26,26,,,15,15,0.576923077
"Bronx County, New York",36005051600,,,45,45,,,26,26,0.577777778
"Bronx County, New York",36005026400,,,57,57,,,33,33,0.578947368
"Richmond County, New York",36085001100,,,76,76,,,44,44,0.578947368
"Richmond County, New York",36085027705,,,19,19,,,11,11,0.578947368
"Kings County, New York",36047096600,7,14,10,31,6,7,5,18,0.580645161
"Bronx County, New York",36005028600,,,12,12,,,7,7,0.583333333
"Bronx County, New York",36005042600,,,84,84,,,49,49,0.583333333
"Kings County, New York",36047016800,3,3,6,12,3,1,3,7,0.583333333
"Kings County, New York",36047068800,4,3,5,12,3,3,1,7,0.583333333
"Kings County, New York",36047100800,3,10,11,24,2,6,6,14,0.583333333
"Richmond County, New York",36085017011,,,12,12,,,7,7,0.583333333
"Kings County, New York",36047096400,24,28,23,75,18,16,10,44,0.586666667
"Bronx County, New York",36005013200,,,63,63,,,37,37,0.587301587
"Richmond County, New York",36085007700,,,34,34,,,20,20,0.588235294
"Bronx County, New York",36005040400,,,61,61,,,36,36,0.590163934
"Bronx County, New York",36005009600,,,30,30,,,18,18,0.6
"Bronx County, New York",36005015800,,,15,15,,,9,9,0.6
"Bronx County, New York",36005028400,,,10,10,,,6,6,0.6
"Kings County, New York",36047030600,9,8,8,25,6,5,4,15,0.6
"Kings County, New York",36047065200,0,1,4,5,0,1,2,3,0.6
"Richmond County, New York",36085012100,,,5,5,,,3,3,0.6
"Richmond County, New York",36085014700,,,10,10,,,6,6,0.6
"Richmond County, New York",36085017010,,,15,15,,,9,9,0.6
"Richmond County, New York",36085020803,,,15,15,,,9,9,0.6
"Bronx County, New York",36005048400,,,43,43,,,26,26,0.604651163
"Kings County, New York",36047038200,11,6,53,70,1,1,41,43,0.614285714
"Richmond County, New York",36085018902,,,13,13,,,8,8,0.615384615
"Kings County, New York",36047083600,19,6,22,47,14,4,11,29,0.617021277
"Bronx County, New York",36005042400,,,34,34,,,21,21,0.617647059
"Kings County, New York",36047018000,15,5,14,34,11,3,7,21,0.617647059
"Kings County, New York",36047068200,12,10,15,37,8,6,9,23,0.621621622
"Bronx County, New York",36005036400,,,24,24,,,15,15,0.625
"Richmond County, New York",36085002700,,,24,24,,,15,15,0.625
"Richmond County, New York",36085013203,,,8,8,,,5,5,0.625
"Richmond County, New York",36085027706,,,8,8,,,5,5,0.625
"Kings County, New York",36047025500,5,3,51,59,1,1,35,37,0.627118644
"Bronx County, New York",36005000400,,,54,54,,,34,34,0.62962963
"Bronx County, New York",36005025200,,,19,19,,,12,12,0.631578947
"Richmond County, New York",36085014604,,,19,19,,,12,12,0.631578947
"Bronx County, New York",36005045101,,,22,22,,,14,14,0.636363636
