parent-location,GEOID,2014_Filings,2015_Filings,2016_Filings,Total_Filings,2014_Evictions,2015_Evictions,2016_Evictions,Total_Evictions,eviction-rate
"Bronx County, New York",36005027600,,,2,2,,,0,0,0.26547737
"Kings County, New York",36047056800,2,7,6,15,0,0,0,0,0.26547737
"Kings County, New York",36047061200,0,4,3,7,0,0,0,0,0.26547737
"Kings County, New York",36047066000,0,2,1,3,0,0,0,0,0.26547737
"Kings County, New York",36047066600,0,0,1,1,0,0,0,0,0.26547737
"Kings County, New York",36047075200,1,1,0,2,0,0,0,0,0.26547737
"Kings County, New York",36047096000,2,3,1,6,0,0,0,0,0.26547737
"Kings County, New York",36047053900,134,132,67,333,1,1,3,5,0.015015015
"Kings County, New York",36047051700,14,12,9,35,1,0,0,1,0.028571429
"Kings County, New York",36047000700,17,19,26,62,0,2,0,2,0.032258065
"Kings County, New York",36047041401,10,10,9,29,0,1,0,1,0.034482759
"Kings County, New York",36047052800,37,24,46,107,1,1,2,4,0.037383178
"Kings County, New York",36047047400,11,20,18,49,0,2,0,2,0.040816327
"Kings County, New York",36047003800,15,18,14,47,2,0,0,2,0.042553191
"Kings County, New York",36047047000,4,5,13,22,1,0,0,1,0.045454545
"Kings County, New York",36047105801,995,803,1025,2823,47,31,51,129,0.045696068
"Kings County, New York",36047061002,22,29,36,87,1,0,3,4,0.045977011
"Kings County, New York",36047105804,921,744,900,2565,30,43,55,128,0.049902534
"Kings County, New York",36047000501,10,8,16,34,2,0,0,2,0.058823529
"Kings County, New York",36047054800,17,21,13,51,1,1,1,3,0.058823529
"Kings County, New York",36047004600,6,1,7,14,0,0,1,1,0.071428571
"Kings County, New York",36047054300,8,20,28,56,0,3,1,4,0.071428571
"Kings County, New York",36047054700,46,68,47,161,6,2,4,12,0.074534161
"Kings County, New York",36047035602,76,92,100,268,6,8,6,20,0.074626866
"Kings County, New York",36047029200,60,57,66,183,7,3,4,14,0.076502732
"Kings County, New York",36047032500,576,604,609,1789,44,51,43,138,0.077138066
"Kings County, New York",36047013900,28,33,54,115,1,3,5,9,0.07826087
"Kings County, New York",36047060800,108,101,139,348,10,9,9,28,0.08045977
"Kings County, New York",36047060600,20,27,27,74,0,3,3,6,0.081081081
"Kings County, New York",36047056000,23,42,58,123,2,4,4,10,0.081300813
"Kings County, New York",36047018100,33,36,38,107,4,5,0,9,0.08411215
"Kings County, New York",36047052700,175,124,126,425,13,15,8,36,0.084705882
"Kings County, New York",36047043800,51,48,52,151,7,3,3,13,0.086092715
"Kings County, New York",36047075800,9,22,15,46,0,2,2,4,0.086956522
"Kings County, New York",36047052600,114,101,78,293,13,7,6,26,0.088737201
"Kings County, New York",36047001100,21,23,34,78,3,4,0,7,0.08974359
"Kings County, New York",36047046202,3,3,5,11,0,0,1,1,0.090909091
"Kings County, New York",36047056400,5,3,3,11,0,1,0,1,0.090909091
"Kings County, New York",36047077200,108,98,101,307,11,11,6,28,0.091205212
"Kings County, New York",36047003600,48,53,59,160,6,8,1,15,0.09375
"Kings County, New York",36047035000,43,30,55,128,4,5,3,12,0.09375
"Kings County, New York",36047051300,54,74,74,202,5,8,6,19,0.094059406
"Kings County, New York",36047094401,78,38,139,255,8,5,11,24,0.094117647
"Kings County, New York",36047052300,133,111,132,376,12,6,18,36,0.095744681
"Kings County, New York",36047021500,96,76,114,286,13,4,12,29,0.101398601
"Kings County, New York",36047091800,103,188,172,463,10,20,17,47,0.101511879
"Kings County, New York",36047053800,103,64,104,271,15,7,6,28,0.103321033
"Kings County, New York",36047059402,46,25,45,116,5,4,3,12,0.103448276
"Kings County, New York",36047035400,58,40,37,135,4,5,5,14,0.103703704
"Kings County, New York",36047048200,104,96,117,317,16,10,7,33,0.104100946
"Kings County, New York",36047029400,15,16,17,48,3,2,0,5,0.104166667
"Kings County, New York",36047028600,90,113,161,364,10,14,14,38,0.104395604
"Kings County, New York",36047005601,25,36,25,86,4,4,1,9,0.104651163
"Kings County, New York",36047088000,46,108,131,285,4,11,15,30,0.105263158
"Kings County, New York",36047076200,109,102,98,309,10,14,9,33,0.106796117
"Kings County, New York",36047152200,18,22,25,65,3,2,2,7,0.107692308
"Kings County, New York",36047001800,24,20,30,74,5,2,1,8,0.108108108
"Kings County, New York",36047006900,10,8,19,37,1,2,1,4,0.108108108
"Kings County, New York",36047019700,45,42,61,148,5,1,10,16,0.108108108
"Kings County, New York",36047043000,78,70,92,240,16,4,6,26,0.108333333
"Kings County, New York",36047060000,61,60,72,193,8,8,5,21,0.10880829
"Kings County, New York",36047042400,35,34,49,118,1,7,5,13,0.110169492
"Kings County, New York",36047054600,94,90,106,290,14,11,7,32,0.110344828
"Kings County, New York",36047001300,3,5,1,9,1,0,0,1,0.111111111
"Kings County, New York",36047150200,1,5,3,9,0,0,1,1,0.111111111
"Kings County, New York",36047062200,63,94,116,273,6,11,14,31,0.113553114
"Kings County, New York",36047033700,78,80,105,263,9,14,7,30,0.114068441
"Kings County, New York",36047047700,8,12,15,35,1,1,2,4,0.114285714
"Kings County, New York",36047003100,27,26,25,78,1,5,3,9,0.115384615
"Kings County, New York",36047048400,56,57,51,164,8,7,4,19,0.115853659
"Kings County, New York",36047042200,39,40,59,138,4,4,8,16,0.115942029
"Kings County, New York",36047002100,20,23,43,86,6,2,2,10,0.11627907
"Kings County, New York",36047063800,6,7,30,43,1,2,2,5,0.11627907
"Kings County, New York",36047042800,25,23,29,77,4,2,3,9,0.116883117
"Kings County, New York",36047061004,108,135,159,402,11,16,20,47,0.116915423
"Kings County, New York",36047029600,58,52,69,179,12,6,3,21,0.117318436
"Kings County, New York",36047013400,22,13,16,51,4,2,0,6,0.117647059
"Kings County, New York",36047050900,3,6,8,17,0,1,1,2,0.117647059
"Kings County, New York",36047037000,40,57,38,135,3,12,1,16,0.118518519
"Kings County, New York",36047050801,223,216,261,700,29,26,29,84,0.12
"Kings County, New York",36047003500,67,71,78,216,10,9,7,26,0.12037037
"Kings County, New York",36047056600,32,35,40,107,7,4,2,13,0.121495327
"Kings County, New York",36047022800,15,32,27,74,3,3,3,9,0.121621622
"Kings County, New York",36047056500,21,22,31,74,5,4,0,9,0.121621622
"Kings County, New York",36047058800,25,23,26,74,1,4,4,9,0.121621622
"Kings County, New York",36047087600,53,39,56,148,12,5,1,18,0.121621622
"Kings County, New York",36047006500,11,18,28,57,1,3,3,7,0.122807018
"Kings County, New York",36047033300,49,67,78,194,6,9,9,24,0.12371134
"Kings County, New York",36047036001,41,43,53,137,5,5,7,17,0.124087591
"Bronx County, New York",36005017100,,,8,8,,,1,1,0.125
"Kings County, New York",36047015500,7,8,9,24,0,3,0,3,0.125
"Kings County, New York",36047005900,24,30,33,87,0,6,5,11,0.126436782
"Kings County, New York",36047020700,23,17,31,71,4,2,3,9,0.126760563
"Kings County, New York",36047032900,275,251,299,825,36,33,36,105,0.127272727
"Kings County, New York",36047039400,19,17,19,55,3,3,1,7,0.127272727
"Kings County, New York",36047079802,364,363,402,1129,42,58,45,145,0.128432241
"Kings County, New York",36047021300,141,162,178,481,14,22,26,62,0.128898129
"Kings County, New York",36047015700,9,4,18,31,3,1,0,4,0.129032258
"Kings County, New York",36047076000,36,45,43,124,8,4,4,16,0.129032258
"Kings County, New York",36047033100,107,103,138,348,13,17,15,45,0.129310345
"Kings County, New York",36047072800,34,18,118,170,7,5,10,22,0.129411765
"Kings County, New York",36047051400,301,255,263,819,43,36,29,108,0.131868132
"Kings County, New York",36047051001,254,243,246,743,33,32,33,98,0.131897712
"Kings County, New York",36047025800,33,29,44,106,8,2,4,14,0.132075472
"Kings County, New York",36047051900,20,27,21,68,2,5,2,9,0.132352941
"Bronx County, New York",36005030900,,,15,15,,,2,2,0.133333333
"Kings County, New York",36047020500,16,17,27,60,2,0,6,8,0.133333333
"Kings County, New York",36047023400,27,23,25,75,4,4,2,10,0.133333333
"Kings County, New York",36047070000,5,5,5,15,0,0,2,2,0.133333333
"Kings County, New York",36047079601,199,203,209,611,24,30,28,82,0.134206219
"Kings County, New York",36047085600,195,195,198,588,30,26,23,79,0.134353741
"Kings County, New York",36047004700,28,23,38,89,7,3,2,12,0.134831461
"Kings County, New York",36047028200,38,29,44,111,4,4,7,15,0.135135135
"Kings County, New York",36047003400,30,31,35,96,3,8,2,13,0.135416667
"Kings County, New York",36047005300,9,18,32,59,0,3,5,8,0.13559322
"Kings County, New York",36047082000,230,201,275,706,35,28,33,96,0.135977337
"Kings County, New York",36047037401,86,83,110,279,17,13,8,38,0.136200717
"Kings County, New York",36047055400,43,63,55,161,7,7,8,22,0.136645963
"Kings County, New York",36047006200,41,51,61,153,9,7,5,21,0.137254902
"Kings County, New York",36047037402,46,72,86,204,12,9,7,28,0.137254902
"Bronx County, New York",36005016300,,,29,29,,,4,4,0.137931034
"Kings County, New York",36047019500,60,59,98,217,11,7,12,30,0.138248848
"Kings County, New York",36047019900,50,63,53,166,9,8,6,23,0.138554217
"Kings County, New York",36047051800,79,82,111,272,9,15,14,38,0.139705882
"Kings County, New York",36047051602,230,202,246,678,23,35,37,95,0.140117994
"Kings County, New York",36047079801,114,89,124,327,14,8,24,46,0.140672783
"Kings County, New York",36047078000,22,22,34,78,3,4,4,11,0.141025641
"Kings County, New York",36047052000,58,57,61,176,8,11,6,25,0.142045455
"Bronx County, New York",36005002400,,,21,21,,,3,3,0.142857143
"Kings County, New York",36047016500,7,15,13,35,1,2,2,5,0.142857143
"Kings County, New York",36047041800,11,24,28,63,2,2,5,9,0.142857143
"Kings County, New York",36047044400,18,19,19,56,4,3,1,8,0.142857143
"Kings County, New York",36047049900,8,5,8,21,3,0,0,3,0.142857143
"Kings County, New York",36047055700,7,11,10,28,0,3,1,4,0.142857143
"Kings County, New York",36047064400,7,7,7,21,3,0,0,3,0.142857143
"Kings County, New York",36047092000,180,257,275,712,18,40,45,103,0.144662921
"Kings County, New York",36047049000,119,90,80,289,17,13,12,42,0.14532872
"Kings County, New York",36047079602,223,211,256,690,27,31,43,101,0.146376812
"Kings County, New York",36047032100,206,165,213,584,32,29,25,86,0.147260274
"Kings County, New York",36047077400,139,94,153,386,18,14,25,57,0.147668394
"Kings County, New York",36047035500,233,247,277,757,34,45,33,112,0.147952444
"Kings County, New York",36047042000,17,18,19,54,5,1,2,8,0.148148148
"Kings County, New York",36047050804,217,229,227,673,40,32,28,100,0.14858841
"Kings County, New York",36047120000,66,75,81,222,11,11,11,33,0.148648649
"Kings County, New York",36047000100,15,21,11,47,2,3,2,7,0.14893617
"Kings County, New York",36047014900,14,13,20,47,6,1,0,7,0.14893617
"Kings County, New York",36047012000,7,3,10,20,1,1,1,3,0.15
"Kings County, New York",36047041402,19,19,22,60,5,0,4,9,0.15
"Kings County, New York",36047074200,100,59,74,233,14,10,11,35,0.150214592
"Kings County, New York",36047114201,16,4,13,33,4,0,1,5,0.151515152
"Kings County, New York",36047030500,132,92,151,375,19,17,21,57,0.152
"Kings County, New York",36047036501,92,118,145,355,16,18,20,54,0.152112676
"Kings County, New York",36047057800,37,30,38,105,8,4,4,16,0.152380952
"Kings County, New York",36047073800,86,46,78,210,14,8,10,32,0.152380952
"Kings County, New York",36047107000,41,31,92,164,5,4,16,25,0.152439024
"Kings County, New York",36047049600,8,24,27,59,1,6,2,9,0.152542373
"Kings County, New York",36047032300,157,141,141,439,24,22,21,67,0.15261959
"Kings County, New York",36047087200,104,64,94,262,16,8,16,40,0.152671756
"Kings County, New York",36047074800,42,31,25,98,7,4,4,15,0.153061224
"Kings County, New York",36047049100,100,72,145,317,14,16,19,49,0.154574132
"Kings County, New York",36047055800,26,33,38,97,8,6,1,15,0.154639175
"Kings County, New York",36047051601,216,209,213,638,36,36,27,99,0.155172414
"Kings County, New York",36047016200,40,23,27,90,10,2,2,14,0.155555556
"Kings County, New York",36047051200,262,249,291,802,43,37,45,125,0.155860349
"Kings County, New York",36047034900,269,273,265,807,38,41,47,126,0.156133829
"Kings County, New York",36047048800,31,37,28,96,5,6,4,15,0.15625
"Kings County, New York",36047028400,22,28,33,83,4,5,4,13,0.156626506
"Kings County, New York",36047021700,74,96,84,254,12,16,12,40,0.157480315
"Kings County, New York",36047044000,20,18,19,57,4,2,3,9,0.157894737
"Kings County, New York",36047014000,21,21,21,63,2,2,6,10,0.158730159
"Kings County, New York",36047029000,34,31,61,126,8,4,8,20,0.158730159
"Kings County, New York",36047045600,34,35,25,94,5,9,1,15,0.159574468
"Kings County, New York",36047049400,57,61,57,175,14,7,7,28,0.16
"Bronx County, New York",36005020000,,,187,187,,,30,30,0.160427807
"Kings County, New York",36047076400,103,90,131,324,18,14,20,52,0.160493827
"Kings County, New York",36047012100,9,5,17,31,3,0,2,5,0.161290323
"Kings County, New York",36047032700,188,171,179,538,35,28,24,87,0.161710037
"Kings County, New York",36047059300,14,13,10,37,2,1,3,6,0.162162162
"Kings County, New York",36047016100,20,13,16,49,4,1,3,8,0.163265306
"Kings County, New York",36047055000,57,51,69,177,12,8,9,29,0.163841808
"Kings County, New York",36047076800,15,30,28,73,4,7,1,12,0.164383562
"Kings County, New York",36047050400,50,56,58,164,6,12,9,27,0.164634146
"Bronx County, New York",36005028500,,,121,121,,,20,20,0.165289256
"Kings County, New York",36047022700,99,94,120,313,23,7,22,52,0.166134185
"Bronx County, New York",36005031600,,,6,6,,,1,1,0.166666667
"Kings County, New York",36047005201,9,5,10,24,4,0,0,4,0.166666667
"Kings County, New York",36047016900,20,16,24,60,1,3,6,10,0.166666667
"Kings County, New York",36047045000,14,12,16,42,2,4,1,7,0.166666667
"Kings County, New York",36047046201,24,14,16,54,4,3,2,9,0.166666667
"Kings County, New York",36047059600,5,6,7,18,0,2,1,3,0.166666667
"Kings County, New York",36047064600,2,0,4,6,1,0,0,1,0.166666667
"Kings County, New York",36047075400,0,1,5,6,0,1,0,1,0.166666667
"Kings County, New York",36047075000,49,42,58,149,9,7,9,25,0.167785235
"Kings County, New York",36047009200,53,47,48,148,12,7,6,25,0.168918919
"Kings County, New York",36047034200,227,245,333,805,37,23,76,136,0.168944099
"Kings County, New York",36047082200,379,376,428,1183,71,65,64,200,0.169061708
"Kings County, New York",36047014300,16,22,27,65,5,2,4,11,0.169230769
"Kings County, New York",36047024100,48,30,46,124,10,6,5,21,0.169354839
"Kings County, New York",36047024000,22,22,15,59,7,3,0,10,0.169491525
"Kings County, New York",36047058000,47,51,55,153,9,9,8,26,0.169934641
"Kings County, New York",36047048000,36,30,34,100,4,9,4,17,0.17
"Kings County, New York",36047023800,17,14,16,47,6,2,0,8,0.170212766
"Kings County, New York",36047078200,282,238,237,757,47,44,38,129,0.170409511
"Kings County, New York",36047023100,53,18,93,164,11,6,11,28,0.170731707
"Kings County, New York",36047089200,217,206,262,685,32,29,56,117,0.17080292
"Kings County, New York",36047054900,29,36,46,111,9,2,8,19,0.171171171
"Kings County, New York",36047019100,22,16,32,70,7,1,4,12,0.171428571
"Kings County, New York",36047027200,14,6,15,35,3,2,1,6,0.171428571
"Kings County, New York",36047030400,50,52,49,151,6,12,8,26,0.17218543
"Kings County, New York",36047098800,93,108,95,296,14,21,16,51,0.172297297
"Kings County, New York",36047021100,82,87,109,278,12,16,20,48,0.172661871
"Kings County, New York",36047044200,16,16,20,52,3,4,2,9,0.173076923
"Kings County, New York",36047005800,12,26,31,69,2,7,3,12,0.173913043
"Kings County, New York",36047035601,21,27,21,69,6,5,1,12,0.173913043
"Kings County, New York",36047057900,12,14,20,46,2,5,1,8,0.173913043
"Kings County, New York",36047079000,224,213,290,727,53,36,38,127,0.174690509
"Kings County, New York",36047051002,188,213,240,641,34,41,37,112,0.174726989
"Kings County, New York",36047005602,15,10,15,40,3,3,1,7,0.175
"Kings County, New York",36047005400,42,47,48,137,8,5,11,24,0.175182482
"Bronx County, New York",36005002701,,,268,268,,,47,47,0.175373134
"Kings County, New York",36047006400,25,20,29,74,6,2,5,13,0.175675676
"Kings County, New York",36047115600,174,151,232,557,22,23,53,98,0.175942549
"Kings County, New York",36047050600,204,144,152,500,36,32,20,88,0.176
"Kings County, New York",36047004500,7,10,17,34,2,1,3,6,0.176470588
"Kings County, New York",36047080800,43,41,57,141,8,8,9,25,0.177304965
"Kings County, New York",36047049800,18,31,35,84,2,7,6,15,0.178571429
"Kings County, New York",36047000900,45,41,31,117,7,7,7,21,0.179487179
"Kings County, New York",36047045300,14,12,13,39,4,1,2,7,0.179487179
"Kings County, New York",36047050803,86,112,86,284,21,15,15,51,0.179577465
"Kings County, New York",36047011600,13,14,23,50,5,1,3,9,0.18
"Kings County, New York",36047035100,149,162,177,488,22,42,24,88,0.180327869
"Kings County, New York",36047123700,20,12,29,61,5,3,3,11,0.180327869
"Kings County, New York",36047077600,102,62,74,238,20,8,15,43,0.180672269
"Bronx County, New York",36005004400,,,397,397,,,72,72,0.181360202
"Kings County, New York",36047039200,11,10,23,44,2,2,4,8,0.181818182
"Kings County, New York",36047057000,7,10,16,33,4,0,2,6,0.181818182
"Kings County, New York",36047075600,6,8,8,22,1,3,0,4,0.181818182
"Richmond County, New York",36085024402,,,22,22,,,4,4,0.181818182
"Kings County, New York",36047009400,29,26,27,82,11,0,4,15,0.182926829
"Kings County, New York",36047077000,90,96,87,273,20,19,11,50,0.183150183
"Kings County, New York",36047097400,38,42,51,131,9,4,11,24,0.183206107
"Kings County, New York",36047018300,17,12,20,49,5,2,2,9,0.183673469
"Kings County, New York",36047013500,12,7,19,38,2,2,3,7,0.184210526
"Kings County, New York",36047036400,46,20,37,103,10,5,4,19,0.184466019
"Kings County, New York",36047055200,30,26,52,108,5,4,11,20,0.185185185
"Kings County, New York",36047057600,28,20,22,70,5,3,5,13,0.185714286
"Kings County, New York",36047064200,20,24,26,70,1,6,6,13,0.185714286
"Kings County, New York",36047073600,108,81,90,279,17,23,12,52,0.186379928
"Kings County, New York",36047026300,73,50,43,166,13,9,9,31,0.186746988
"Bronx County, New York",36005009000,,,160,160,,,30,30,0.1875
"Kings County, New York",36047015900,6,10,16,32,0,3,3,6,0.1875
"Kings County, New York",36047031701,64,59,53,176,15,14,4,33,0.1875
"Kings County, New York",36047055500,58,50,73,181,10,12,12,34,0.187845304
"Kings County, New York",36047035300,160,173,146,479,42,28,20,90,0.187891441
"Kings County, New York",36047026800,25,30,30,85,8,4,4,16,0.188235294
"Kings County, New York",36047027700,179,220,214,613,35,34,47,116,0.189233279
"Kings County, New York",36047043600,54,38,40,132,9,8,8,25,0.189393939
"Kings County, New York",36047041700,50,33,70,153,11,6,12,29,0.189542484
"Kings County, New York",36047014200,26,32,42,100,8,6,5,19,0.19
"Bronx County, New York",36005043500,,,42,42,,,8,8,0.19047619
"Kings County, New York",36047019200,7,8,6,21,1,2,1,4,0.19047619
"Kings County, New York",36047019300,61,59,95,215,18,10,13,41,0.190697674
"Kings County, New York",36047036300,187,180,255,622,41,30,48,119,0.191318328
"Kings County, New York",36047048600,12,21,14,47,4,3,2,9,0.191489362
"Kings County, New York",36047082400,168,150,192,510,33,36,29,98,0.192156863
"Kings County, New York",36047053200,8,5,13,26,1,0,4,5,0.192307692
"Kings County, New York",36047056100,11,6,9,26,1,1,3,5,0.192307692
"Kings County, New York",36047080000,53,47,82,182,19,8,8,35,0.192307692
"Kings County, New York",36047033000,123,156,246,525,20,26,55,101,0.192380952
"Kings County, New York",36047074000,102,94,74,270,23,16,13,52,0.192592593
"Kings County, New York",36047059200,43,46,51,140,9,13,5,27,0.192857143
"Kings County, New York",36047007000,20,29,18,67,4,7,2,13,0.194029851
"Kings County, New York",36047093600,24,23,25,72,4,6,4,14,0.194444444
"Kings County, New York",36047020100,24,29,24,77,7,8,0,15,0.194805195
"Kings County, New York",36047025200,36,40,47,123,10,10,4,24,0.195121951
"Kings County, New York",36047036002,51,32,60,143,13,10,5,28,0.195804196
"Kings County, New York",36047056300,36,41,20,97,8,7,4,19,0.195876289
"Bronx County, New York",36005033400,,,51,51,,,10,10,0.196078431
"Kings County, New York",36047044700,16,11,24,51,5,1,4,10,0.196078431
"Kings County, New York",36047030200,24,14,18,56,8,2,1,11,0.196428571
"Bronx County, New York",36005008600,,,264,264,,,52,52,0.196969697
"Bronx County, New York",36005014702,,,228,228,,,45,45,0.197368421
"Kings County, New York",36047014500,29,19,28,76,10,4,1,15,0.197368421
"Kings County, New York",36047114202,81,100,92,273,20,21,13,54,0.197802198
"Kings County, New York",36047080200,151,128,154,433,21,37,28,86,0.198614319
"Kings County, New York",36047022100,98,79,104,281,24,13,19,56,0.199288256
"Kings County, New York",36047035900,196,229,267,692,44,37,57,138,0.199421965
"Kings County, New York",36047006000,15,7,8,30,4,1,1,6,0.2
"Kings County, New York",36047023500,37,43,65,145,9,9,11,29,0.2
"Kings County, New York",36047045800,4,0,1,5,0,0,1,1,0.2
"Kings County, New York",36047046000,22,19,29,70,4,5,5,14,0.2
"Kings County, New York",36047051500,4,7,9,20,0,4,0,4,0.2
"Kings County, New York",36047064800,2,3,5,10,1,0,1,2,0.2
"Kings County, New York",36047069800,1,4,5,10,0,0,2,2,0.2
"Kings County, New York",36047031900,103,75,76,254,20,15,16,51,0.200787402
"Kings County, New York",36047092400,142,161,180,483,26,33,38,97,0.200828157
"Kings County, New York",36047078800,139,174,149,462,24,37,32,93,0.201298701
"Kings County, New York",36047088200,314,302,268,884,54,57,67,178,0.201357466
"Kings County, New York",36047120800,501,479,698,1678,90,90,158,338,0.201430274
"Kings County, New York",36047091600,185,181,259,625,35,36,55,126,0.2016
"Kings County, New York",36047025901,65,44,59,168,16,11,7,34,0.202380952
"Kings County, New York",36047058400,29,29,26,84,9,6,2,17,0.202380952
"Kings County, New York",36047013000,56,41,56,153,12,9,10,31,0.202614379
"Kings County, New York",36047042600,28,21,20,69,7,4,3,14,0.202898551
"Kings County, New York",36047045400,31,21,17,69,4,4,6,14,0.202898551
"Kings County, New York",36047079200,117,123,134,374,29,22,25,76,0.203208556
"Kings County, New York",36047043200,42,22,44,108,12,4,6,22,0.203703704
"Kings County, New York",36047112600,146,83,158,387,34,17,28,79,0.204134367
"Kings County, New York",36047044800,11,12,21,44,2,3,4,9,0.204545455
"Kings County, New York",36047035700,101,105,131,337,24,22,23,69,0.204747774
"Kings County, New York",36047090000,205,195,229,629,39,38,52,129,0.20508744
"Kings County, New York",36047016300,23,23,22,68,6,3,5,14,0.205882353
"Kings County, New York",36047034800,31,27,39,97,7,5,8,20,0.206185567
"Kings County, New York",36047113400,123,96,163,382,18,15,46,79,0.206806283
"Bronx County, New York",36005013800,,,29,29,,,6,6,0.206896552
"Kings County, New York",36047003700,17,8,4,29,5,1,0,6,0.206896552
"Kings County, New York",36047053100,5,10,14,29,0,4,2,6,0.206896552
"Kings County, New York",36047055600,35,29,23,87,10,3,5,18,0.206896552
"Bronx County, New York",36005014400,,,362,362,,,75,75,0.20718232
"Kings County, New York",36047024500,111,89,104,304,25,27,11,63,0.207236842
"Kings County, New York",36047047800,17,12,24,53,5,4,2,11,0.20754717
"Kings County, New York",36047122000,299,283,342,924,59,58,75,192,0.207792208
"Kings County, New York",36047007700,22,11,15,48,2,6,2,10,0.208333333
"Kings County, New York",36047058600,8,8,8,24,0,3,2,5,0.208333333
"Kings County, New York",36047051100,86,49,71,206,15,13,15,43,0.208737864
"Kings County, New York",36047021000,14,14,15,43,3,3,3,9,0.209302326
"Kings County, New York",36047021800,11,19,13,43,5,1,3,9,0.209302326
"Kings County, New York",36047045200,18,15,10,43,4,3,2,9,0.209302326
"Kings County, New York",36047054200,18,26,42,86,3,6,9,18,0.209302326
"Kings County, New York",36047083000,414,324,315,1053,85,76,60,221,0.209876543
"Kings County, New York",36047028300,152,82,166,400,28,17,39,84,0.21
"Kings County, New York",36047021900,52,45,60,157,12,14,7,33,0.210191083
"Kings County, New York",36047012902,8,2,9,19,3,0,1,4,0.210526316
"Kings County, New York",36047038800,52,31,31,114,10,9,5,24,0.210526316
"Kings County, New York",36047050000,23,13,21,57,4,1,7,12,0.210526316
"Kings County, New York",36047055300,18,17,22,57,9,2,1,12,0.210526316
"Kings County, New York",36047059800,19,7,12,38,5,0,3,8,0.210526316
"Bronx County, New York",36005015700,,,408,408,,,86,86,0.210784314
"Kings County, New York",36047031500,135,133,171,439,40,26,27,93,0.211845103
"Kings County, New York",36047033900,88,64,60,212,20,14,11,45,0.212264151
"Kings County, New York",36047088600,219,266,233,718,39,65,49,153,0.213091922
"Bronx County, New York",36005032600,,,28,28,,,6,6,0.214285714
"Kings County, New York",36047037500,72,91,112,275,22,19,18,59,0.214545455
"Kings County, New York",36047032600,139,143,239,521,20,30,62,112,0.214971209
"Bronx County, New York",36005006500,,,432,432,,,93,93,0.215277778
"Kings County, New York",36047057500,19,16,30,65,2,4,8,14,0.215384615
"Kings County, New York",36047081800,173,149,169,491,36,30,40,106,0.215885947
"Kings County, New York",36047004300,27,27,34,88,8,3,8,19,0.215909091
"Kings County, New York",36047053000,36,37,52,125,12,10,5,27,0.216
"Kings County, New York",36047025400,19,20,21,60,4,6,3,13,0.216666667
"Kings County, New York",36047027100,115,110,121,346,26,25,24,75,0.216763006
"Bronx County, New York",36005014701,,,244,244,,,53,53,0.217213115
"Kings County, New York",36047116000,55,58,92,205,21,16,8,45,0.219512195
"Kings County, New York",36047034100,74,61,88,223,21,18,10,49,0.219730942
"Kings County, New York",36047009600,30,28,37,95,10,2,9,21,0.221052632
"Kings County, New York",36047036100,103,98,111,312,29,20,20,69,0.221153846
"Bronx County, New York",36005012901,,,321,321,,,71,71,0.221183801
"Bronx County, New York",36005020900,,,550,550,,,122,122,0.221818182
"Bronx County, New York",36005035100,,,63,63,,,14,14,0.222222222
"Kings County, New York",36047005202,17,21,25,63,5,4,5,14,0.222222222
"Kings County, New York",36047039000,0,4,5,9,0,0,2,2,0.222222222
"Kings County, New York",36047057100,12,6,18,36,3,0,5,8,0.222222222
"Kings County, New York",36047061003,8,11,17,36,2,4,2,8,0.222222222
"Kings County, New York",36047026100,141,123,169,433,45,22,30,97,0.224018476
"Richmond County, New York",36085021300,,,138,138,,,31,31,0.224637681
"Kings County, New York",36047001500,71,56,108,235,9,8,36,53,0.225531915
"Bronx County, New York",36005046000,,,133,133,,,30,30,0.22556391
"Kings County, New York",36047043100,57,53,58,168,16,12,10,38,0.226190476
"Kings County, New York",36047030300,146,135,182,463,30,26,49,105,0.226781857
"Kings County, New York",36047000502,9,6,7,22,2,2,1,5,0.227272727
"Kings County, New York",36047022900,50,59,58,167,14,11,13,38,0.22754491
"Kings County, New York",36047101800,37,35,29,101,9,7,7,23,0.227722772
"Kings County, New York",36047023600,20,27,23,70,3,9,4,16,0.228571429
"Bronx County, New York",36005005100,,,515,515,,,118,118,0.229126214
"Kings County, New York",36047038500,99,108,129,336,30,19,28,77,0.229166667
"Kings County, New York",36047078600,151,135,172,458,28,42,35,105,0.229257642
"Kings County, New York",36047029900,141,109,142,392,40,29,21,90,0.229591837
"Bronx County, New York",36005002300,,,261,261,,,60,60,0.229885057
"Bronx County, New York",36005015200,,,13,13,,,3,3,0.230769231
"Bronx County, New York",36005025700,,,130,130,,,30,30,0.230769231
"Kings County, New York",36047012801,9,13,17,39,2,3,4,9,0.230769231
"Kings County, New York",36047047200,4,1,8,13,3,0,0,3,0.230769231
"Kings County, New York",36047028900,63,62,82,207,24,9,15,48,0.231884058
"Kings County, New York",36047026400,19,16,21,56,7,4,2,13,0.232142857
"Kings County, New York",36047086600,70,95,102,267,25,22,15,62,0.232209738
"Kings County, New York",36047024900,81,97,93,271,27,23,13,63,0.232472325
"Kings County, New York",36047052500,29,20,24,73,2,8,7,17,0.232876712
"Kings County, New York",36047003300,14,19,27,60,6,6,2,14,0.233333333
"Kings County, New York",36047089000,222,192,236,650,44,58,50,152,0.233846154
"Kings County, New York",36047082600,158,136,175,469,48,26,36,110,0.234541578
